Region,Country,Year,Series,Value,Footnotes,Source
752,Sweden,2019,Current health expenditure (% of GDP),10.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2020,Current health expenditure (% of GDP),11.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2005,Domestic general government health expenditure (% of total government expenditure),12.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2010,Domestic general government health expenditure (% of total government expenditure),13.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2015,Domestic general government health expenditure (% of total government expenditure),18.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2018,Domestic general government health expenditure (% of total government expenditure),18.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2019,Domestic general government health expenditure (% of total government expenditure),18.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
752,Sweden,2020,Domestic general government health expenditure (% of total government expenditure),18.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2005,Current health expenditure (% of GDP),10.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2010,Current health expenditure (% of GDP),9.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2015,Current health expenditure (% of GDP),11.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2018,Current health expenditure (% of GDP),11.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2019,Current health expenditure (% of GDP),11.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2020,Current health expenditure (% of GDP),11.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2005,Domestic general government health expenditure (% of total government expenditure),9.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2010,Domestic general government health expenditure (% of total government expenditure),10.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2015,Domestic general government health expenditure (% of total government expenditure),10.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2018,Domestic general government health expenditure (% of total government expenditure),10.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2019,Domestic general government health expenditure (% of total government expenditure),11.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
756,Switzerland,2020,Domestic general government health expenditure (% of total government expenditure),11.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
760,Syrian Arab Republic,2005,Current health expenditure (% of GDP),4.1,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
760,Syrian Arab Republic,2010,Current health expenditure (% of GDP),3.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
760,Syrian Arab Republic,2005,Domestic general government health expenditure (% of total government expenditure),7.3,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
760,Syrian Arab Republic,2010,Domestic general government health expenditure (% of total government expenditure),5.1,Data based on calendar year (January 1 to December 31).,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2005,Current health expenditure (% of GDP),5.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2010,Current health expenditure (% of GDP),5.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2015,Current health expenditure (% of GDP),6.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2018,Current health expenditure (% of GDP),7.0,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2019,Current health expenditure (% of GDP),6.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2020,Current health expenditure (% of GDP),8.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2005,Domestic general government health expenditure (% of total government expenditure),4.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2010,Domestic general government health expenditure (% of total government expenditure),4.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2015,Domestic general government health expenditure (% of total government expenditure),6.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2018,Domestic general government health expenditure (% of total government expenditure),6.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2019,Domestic general government health expenditure (% of total government expenditure),6.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
762,Tajikistan,2020,Domestic general government health expenditure (% of total government expenditure),7.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
764,Thailand,2005,Current health expenditure (% of GDP),3.2,Data refer to fiscal years beginning 1 October.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
764,Thailand,2010,Current health expenditure (% of GDP),3.4,Data refer to fiscal years beginning 1 October.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
764,Thailand,2015,Current health expenditure (% of GDP),3.9,Data revision.;Data refer to fiscal years beginning 1 October.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
