T10,Health personnel,,,,,
620,Portugal,2020,Health personnel: Physicians (per 1000 population),5.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
620,Portugal,2020,Health personnel: Dentists (number),"11,670",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
620,Portugal,2020,Health personnel: Dentists (per 1000 population),1.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
620,Portugal,2020,Health personnel: Pharmacists (number),"9,815",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
620,Portugal,2020,Health personnel: Pharmacists (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
620,Portugal,2020,Health personnel: Nurses and midwives (number),"77,853",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
620,Portugal,2020,Health personnel: Nurses and midwives personnel (per 1000 population),7.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2005,Health personnel: Physicians (number),"2,150",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2005,Health personnel: Physicians (per 1000 population),2.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2005,Health personnel: Dentists (number),690,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2005,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2005,Health personnel: Pharmacists (number),"1,100",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2005,Health personnel: Pharmacists (per 1000 population),1.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2005,Health personnel: Nurses and midwives (number),"4,880",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2005,Health personnel: Nurses and midwives personnel (per 1000 population),5.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2006,Health personnel: Physicians (number),"2,313",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2006,Health personnel: Physicians (per 1000 population),2.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2006,Health personnel: Dentists (number),486,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2006,Health personnel: Dentists (per 1000 population),0.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2006,Health personnel: Pharmacists (number),"1,056",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2006,Health personnel: Pharmacists (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2006,Health personnel: Nurses and midwives (number),"6,185",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2006,Health personnel: Nurses and midwives personnel (per 1000 population),6.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2010,Health personnel: Physicians (number),"6,919",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2010,Health personnel: Physicians (per 1000 population),4.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2010,Health personnel: Nurses and midwives (number),"10,615",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2010,Health personnel: Nurses and midwives personnel (per 1000 population),6.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2014,Health personnel: Physicians (number),"4,267",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2014,Health personnel: Physicians (per 1000 population),1.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2014,Health personnel: Dentists (number),"1,662",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2014,Health personnel: Dentists (per 1000 population),0.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2014,Health personnel: Pharmacists (number),"2,136",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2014,Health personnel: Pharmacists (per 1000 population),1.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2014,Health personnel: Nurses and midwives (number),"13,771",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2014,Health personnel: Nurses and midwives personnel (per 1000 population),6.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2018,Health personnel: Physicians (number),"6,913",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2018,Health personnel: Physicians (per 1000 population),2.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2018,Health personnel: Dentists (number),"1,741",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2018,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2018,Health personnel: Pharmacists (number),"2,474",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2018,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2018,Health personnel: Nurses and midwives (number),"20,020",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2018,Health personnel: Nurses and midwives personnel (per 1000 population),7.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2019,Health personnel: Dentists (number),"1,741",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
634,Qatar,2019,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2005,Health personnel: Physicians (number),"78,342",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2005,Health personnel: Physicians (per 1000 population),1.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2005,Health personnel: Dentists (number),"17,771",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2005,Health personnel: Dentists (per 1000 population),0.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2005,Health personnel: Pharmacists (number),"30,600",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2005,Health personnel: Pharmacists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2005,Health personnel: Nurses and midwives (number),"186,556",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2005,Health personnel: Nurses and midwives personnel (per 1000 population),3.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2010,Health personnel: Physicians (number),"98,293",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
410,Republic of Korea,2010,Health personnel: Physicians (per 1000 population),2.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2023."
