"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",3,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",13,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",9,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",12,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",1,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",1,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",2,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",1,,
"HUN","Hungary","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",1,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",36,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",38,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",27,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",46,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",37,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",43,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",35,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2009","2009",31,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",36,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",38,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",36,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",33,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",39,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",47,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2016","2016",38,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",56,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",59,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",60,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",51,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",56,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2000","2000",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2009","2009",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",1,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2016","2016",3,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",2,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",6,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",4,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",0,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",3,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2022","2022",2,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",12,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",3,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",7,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",1,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",3,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",4,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2000","2000",103,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",106,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",118,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",94,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",117,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",113,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",139,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",121,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",121,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2009","2009",110,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",161,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",135,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",136,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",141,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",169,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",169,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2016","2016",210,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",224,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",261,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",266,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",312,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2000","2000",29,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",17,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",51,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",527,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",2,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",9,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",6,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2009","2009",21,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",9,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",22,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",7,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",10,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2016","2016",13,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",33,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",12,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",14,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",24,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",29,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",75,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",24,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",15,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",10,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2006","2006",15,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2007","2007",7,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2008","2008",22,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2009","2009",21,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2010","2010",13,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2011","2011",21,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2012","2012",9,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2013","2013",18,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2014","2014",22,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2015","2015",22,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2016","2016",27,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2017","2017",569,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2018","2018",579,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2019","2019",620,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2020","2020",663,,
"USA","United States","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2021","2021",545,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2000","2000",19,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2001","2001",19,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2002","2002",12,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2003","2003",13,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2004","2004",4,,
"ISR","Israel","IFTD","Foreign-trained doctors - Annual inflow","NS","Others (not elsewhere classified)","2005","2005",6,,
